SKN,Island,albedo,coastDist,dem_250,lai,rf,tpi,windSpeed,LON,LAT,optional
457.1,MA,14.8703336715698,2106.36157226562,107.449554443359,0.8571537733078,599.141662597656,1.26307809352875,2.66395449638367,-156.67611,20.93194,True
462.4,MA,14.8703336715698,1169.9560546875,58.6762580871582,0.698055803775787,713.832336425781,5.01200008392334,3.89262080192566,-156.6753,20.9625,True
499.11,KO,3.85458326339722,2020.20959472656,423.331756591797,0.285381227731705,470.447601318359,19.854341506958,4.90999507904053,-156.5630556,20.5625,True
499.12,KO,3.85458326339722,2530.27685546875,246.570526123047,0.568976700305939,383.701599121094,17.1299324035645,5.11355924606323,-156.6408333,20.54361111,True
499.13,KO,11.2469997406006,2530.15771484375,305.812072753906,0.614431500434875,516.483154296875,18.4524364471436,3.29140949249268,-156.5711111,20.58027778,True
499.6,KO,11.8706665039062,2986.58129882812,431.899475097656,0.649356424808502,502.065704345703,11.5195970535278,3.54858303070068,-156.575,20.55694,True
499.8,KO,1.57491660118103,531.387512207031,16.8268451690674,0.538508594036102,327.194122314453,NA,3.6924467086792,-156.6816667,20.50888889,True
499.9,KO,11.8706665039062,996.397338867188,220.254730224609,0.614003300666809,391.362854003906,6.22712659835815,4.09487104415894,-156.5658333,20.52222222,True
524.0,MO,12.9787502288818,4538.59130859375,133.719787597656,0.696196138858795,577.151123046875,-3.14796853065491,4.70249080657959,-157.0924625,21.15514996,True
538.0,MO,14.1008329391479,5847.69677734375,796.367980957031,0.891092658042908,1766.44262695312,19.0016250610352,3.48774290084839,-156.9475,21.115,True
539.0,MO,15.1754169464111,2979.01123046875,359.598480224609,0.871479749679565,2631.82153320312,-145.053726196289,0.898086667060852,-156.9222222,21.14194444,True
541.2,MO,12.3316669464111,2989.4140625,1142.55212402344,0.787113726139069,2609.21508789062,30.0697689056396,2.9655442237854,-156.9022222,21.14083333,True
542.1,MO,11.2469997406006,1759.41381835938,197.675842285156,0.718981087207794,1093.03002929688,4.78452062606812,2.86692547798157,-156.7329,21.1447,True
550.2,MO,11.2469997406006,934.529357910156,33.6312484741211,0.673420667648315,479.646362304688,3.19745492935181,3.80958247184753,-157.2430152,21.19265034,True
553.0,MO,11.8706665039062,1100.57153320312,25.2455730438232,0.656396567821503,930.286804199219,0.764325082302094,3.66178441047668,-156.9661111,21.20333333,True
563.0,MO,13.5561666488647,683.064636230469,19.465353012085,0.823280513286591,1152.63720703125,NA,2.78033781051636,-156.9824624,21.19014673,True
598.1,MO,NA,NA,180.5463714599609,NA,NA,NA,NA,-156.729459,21.145283,NA
598.2,MO,NA,NA,397.3517456054688,NA,NA,NA,NA,-156.758626,21.131411,NA
656.0,LA,12.9787502288818,4848.16064453125,390.845764160156,0.708864212036133,506.008758544922,-1.99014532566071,3.06940841674805,-156.946639,20.7882389,True
672.1,LA,13.5561666488647,7531.86279296875,495.526428222656,0.736967861652374,791.645874023438,-5.43624258041382,2.07390260696411,-156.9182,20.8262997,True
679.0,LA,11.8706665039062,2438.27954101562,371.044952392578,0.639324963092804,556.345947265625,-2.45778775215149,3.45915579795837,-157.0063889,20.87333333,True
702.2,OA,11.2469997406006,498.244964599609,1.12270367145538,0.682736814022064,534.481079101562,NA,3.90129017829895,-157.999529,21.313926,True
702.7,OA,NA,NA,11.45666217803955,NA,NA,NA,NA,-158.06667,21.31667,NA
703.0,OA,12.9787502288818,2054.64990234375,1.7340133190155,0.6125648021698,585.656982421875,-0.244495898485184,3.95732259750366,-157.9294,21.324,True
707.2,OA,11.564582824707,2896.04809570312,30.1373195648193,0.605645179748535,1029.84338378906,-13.732349395752,3.22836565971375,-157.8305905,21.30489073,True
707.4,OA,11.564582824707,2392.24487304688,13.3642473220825,0.38421306014061,873.234436035156,-1.00615036487579,3.31429672241211,-157.833,21.301,True
717.2,OA,11.564582824707,743.507995605469,1.03311491012573,0.745101034641266,636.000610351562,-1.14341008663177,3.42256426811218,-157.8180917,21.27183682,True
721.5,OA,NA,NA,124.87334442138672,NA,NA,NA,NA,-157.792,21.298,NA
725.6,OA,14.1008329391479,5680.39501953125,601.571533203125,0.90037590265274,1093.0771484375,-8.03693675994873,2.83834481239319,-158.0944761,21.39545453,True
726.1,OA,12.2062501907349,2011.24377441406,35.7170944213867,0.629743278026581,608.538208007812,-3.00629115104675,2.64515113830566,-158.11,21.34,True
728.2,OA,14.1107501983643,4156.6943359375,681.162658691406,0.878838777542114,1064.37109375,87.6001739501953,3.79650139808655,-158.1041667,21.385,True
741.0,OA,13.5561666488647,2643.46166992188,12.1790523529053,0.64138263463974,547.957702636719,-0.489731222391129,2.26220870018005,-158.0339215,21.3401713,True
742.4,OA,13.5561666488647,550.19287109375,2.48838496208191,0.503835082054138,554.442504882812,NA,2.17623162269592,-158.0205556,21.35666667,True
752.6,OA,15.1754169464111,682.659973144531,0.835314035415649,0.679198503494263,624.817260742188,NA,2.47936296463013,-157.9811111,21.38694444,True
756.2,OA,12.9787502288818,1365.30090332031,9.16917896270752,0.611805558204651,680.221801757812,-1.95113492012024,3.20505619049072,-157.9751,21.3934,True
775.11,OA,NA,NA,114.09564208984376,NA,NA,NA,NA,-157.8369,21.33912,NA
781.0,OA,12.9787502288818,2527.36669921875,60.3341217041016,0.648283898830414,1764.54296875,3.36303043365479,2.63744068145752,-157.8105878,21.40849568,True
781.21,OA,NA,NA,18.02219009399414,NA,NA,NA,NA,-157.794,21.408,NA
781.31,OA,NA,NA,37.93023681640625,NA,NA,NA,NA,-157.806,21.4,NA
785.12,OA,NA,NA,143.68418884277344,NA,NA,NA,NA,-157.8025,21.333,NA
785.4,OA,14.1107501983643,7169.55810546875,163.819686889648,1.0,3931.830078125,-38.5162048339844,2.0604453086853,-157.8024,21.3330002,True
